in_channels,out_channels,kernel_size,stride,groups,hw
229,444,1,1,1,112
1560,1520,3,2,40,14
39,97,1,1,1,14
384,288,3,1,4,56
3298,653,1,1,1,14
1280,1280,3,2,40,14
2706,2665,3,1,41,14
36,44,3,2,2,56
785,810,3,1,5,112
3603,3628,1,1,1,14
686,700,3,1,14,14
1513,357,1,1,1,56
2660,2660,3,2,35,14
324,324,3,1,27,7
1148,1107,3,2,41,7
63,35,1,1,1,7
3313,709,1,1,1,28
1683,1683,3,2,33,7
177,723,1,1,1,14
2822,574,1,1,1,28
14,12,3,2,1,112
3904,3904,3,2,32,7
248,248,3,2,8,14
3248,3270,1,1,1,14
1848,1764,3,1,42,7
954,1200,1,1,1,7
3036,3036,3,1,33,7
378,363,3,1,3,112
160,279,1,2,1,56
284,962,1,1,1,28
60,84,3,2,6,7
126,123,3,1,3,56
48,65,1,1,1,7
1584,3932,1,1,1,7
648,648,3,2,8,28
3034,2993,3,1,41,14
2727,579,1,1,1,14
39,35,1,1,1,28
66,62,3,2,2,112
48,56,3,1,2,28
562,2181,1,1,1,28
708,696,3,2,3,112
2000,2000,3,1,40,14
51,53,1,1,1,112
264,231,3,1,33,7
216,538,1,1,1,56
651,621,3,1,3,112
3,6,3,1,1,112
1084,341,1,1,1,56
3024,3024,3,1,36,7
276,267,1,2,1,112
555,518,3,1,37,14
765,765,3,2,15,14
90,176,1,2,1,112
152,152,3,2,4,56
286,106,1,1,1,28
348,320,3,1,2,112
517,126,1,1,1,7
3223,685,1,1,1,7
10,18,1,1,1,112
2212,2248,1,1,1,14
447,1484,1,1,1,56
410,369,3,1,41,7
102,167,1,2,1,112
705,705,3,2,5,56
1856,2267,1,1,1,14
3358,617,1,1,1,14
1757,1729,3,1,7,56
91,78,3,2,13,7
3902,1022,1,1,1,28
741,702,3,1,39,14
810,800,3,2,10,28
170,150,3,2,2,112
236,258,1,1,2,28
560,560,3,1,35,14
702,230,1,1,1,56
290,1039,1,1,1,14
1216,1242,1,1,1,28
150,202,1,1,1,7
3858,3836,1,1,1,14
3291,636,1,1,1,28
68,367,1,1,1,56
105,67,1,1,1,28
34,35,1,1,1,112
42,42,3,2,2,112
625,624,1,1,1,56
801,754,1,1,1,56
1224,1212,3,1,12,14
1287,3652,1,1,11,7
73,53,1,1,1,28
1693,1887,1,1,1,7
935,920,3,2,5,56
3741,3698,1,1,1,7
3966,2059,1,1,1,7
26,36,1,1,1,14
143,607,1,1,1,7
2364,1148,1,1,1,7
2119,2142,1,1,1,7
76,95,1,1,1,14
261,113,1,1,1,28
14,12,3,2,2,112
525,518,3,2,7,28
200,318,1,2,2,56
174,144,3,1,2,112
2438,2132,1,1,1,14
684,672,3,2,12,14
365,360,3,1,5,56
168,386,1,1,1,112
2170,2170,3,2,31,7
221,702,1,1,1,56
288,384,1,2,2,56
738,738,3,2,18,14
183,83,1,1,1,56
3952,1325,1,1,1,14
17,23,1,1,1,112
3408,3384,3,2,24,7
9,11,1,1,1,56
722,669,1,1,1,7
123,165,1,1,1,56
94,112,3,2,2,56
1155,1155,3,1,33,14
205,103,1,1,1,56
241,227,1,1,1,7
1691,1691,3,1,19,14
3,5,3,1,1,112
3238,3309,1,1,1,7
28,22,1,1,1,28
558,546,3,1,6,56
46,119,1,2,1,112
316,606,1,1,1,112
2760,2813,1,1,1,7
49,157,1,1,1,56
1404,1365,3,2,39,14
714,1068,1,1,1,7
2398,685,1,1,1,7
1329,298,1,1,1,7
10,10,3,1,1,112
76,129,1,2,1,112
74,158,1,2,1,112
798,780,3,1,6,56
1330,1292,3,1,38,14
552,492,3,1,4,112
2724,1826,1,1,1,14
119,166,1,1,1,112
13,25,1,1,1,112
792,792,3,2,36,14
16,18,1,1,1,14
774,762,3,2,6,56
1397,328,1,1,1,7
180,236,1,2,2,28
858,858,3,2,33,14
276,276,3,2,12,14
114,57,1,1,1,7
171,82,1,1,1,28
567,2117,1,1,1,28
429,390,3,1,39,14
107,108,1,1,1,14
200,244,1,2,2,56
145,90,1,1,1,56
1566,1566,3,2,18,14
61,301,1,1,1,56
3875,3875,3,2,25,14
97,318,1,1,1,7
2510,490,1,1,1,28
1574,374,1,1,1,14
696,684,3,1,6,56
3648,3636,3,2,12,28
190,270,1,2,1,56
945,945,3,2,35,14
2544,2516,1,1,1,7
32,32,3,2,1,112
35,109,1,2,1,112
1887,1850,3,1,37,14
29,39,1,1,1,56
378,369,3,1,9,14
1232,1232,3,1,14,14
1772,1916,1,1,1,7
64,60,3,2,2,112
1140,1100,3,1,10,28
1054,1054,3,1,34,14
318,123,1,1,1,56
323,966,1,1,1,14
909,1478,1,1,1,28
2442,2405,3,1,37,14
2275,2275,3,2,25,7
180,152,3,1,2,112
176,215,1,1,1,112
126,306,1,1,1,56
576,1167,1,1,1,56
2964,2925,3,1,39,14
2834,647,1,1,1,14
1064,1045,3,1,19,14
1592,280,1,1,1,7
161,292,1,2,1,56
505,505,3,2,5,56
500,490,3,1,5,56
150,241,1,1,1,56
67,70,1,1,1,56
11,17,1,1,1,56
1350,585,1,1,3,14
86,74,3,2,2,112
260,360,1,2,2,56
1320,1315,3,2,5,56
1704,411,1,1,1,28
24,38,1,1,1,7
47,83,1,1,1,28
960,936,3,1,24,14
135,145,3,1,5,14
840,828,3,1,12,14
3538,752,1,1,1,14
848,2632,1,1,2,7
224,100,1,1,1,56
261,408,1,1,3,7
1206,1116,1,1,1,28
619,530,1,1,1,56
1140,1125,3,1,15,14
155,467,1,1,1,7
2521,2727,1,1,1,7
56,56,3,1,4,14
1783,3831,1,1,1,7
857,244,1,1,1,28
1394,3767,1,1,1,14
107,281,1,1,1,14
240,461,1,1,1,112
655,635,3,2,5,112
1428,1400,3,2,28,14
360,320,3,1,40,7
2263,607,1,1,1,14
72,80,3,1,4,14
7,11,1,1,1,28
1932,1932,3,2,28,7
1593,1417,1,1,1,56
21,28,1,1,1,56
1170,960,3,1,30,14
28,73,1,1,1,7
1600,1568,3,1,16,14
165,156,3,2,3,112
2625,2835,3,2,35,14
708,720,3,2,12,14
1290,1280,3,1,10,28
208,91,1,1,1,56
741,760,3,1,19,7
870,852,3,2,6,56
1362,316,1,1,1,56
124,83,1,1,1,56
265,260,3,1,5,56
41,31,1,1,1,112
755,2968,1,1,1,14
120,120,3,2,15,14
108,481,1,1,1,56
1145,1080,1,1,1,28
962,962,3,2,13,14
805,790,3,2,5,56
2832,2800,3,1,8,56
68,68,3,1,34,7
3384,666,1,1,1,14
686,700,3,1,14,14
828,816,3,2,6,56
49,82,1,1,1,112
6,10,1,1,1,112
184,176,3,2,4,56
704,181,1,1,1,14
485,1618,1,1,1,14
315,315,3,2,35,7
448,167,1,1,1,56
868,882,3,2,14,14
53,54,3,2,1,112
20,18,1,1,1,7
340,320,3,1,5,112
2870,2829,3,1,41,14
524,2223,1,1,1,14
23,47,1,1,1,112
111,237,1,1,1,56
403,176,1,1,1,56
674,460,1,1,1,56
4,6,1,1,1,7
2146,2109,3,2,37,14
1126,1150,1,1,1,14
3630,3630,3,2,33,7
1352,1352,3,2,13,14
1165,1020,1,1,1,56
60,72,3,2,2,14
1927,1927,3,2,41,14
500,243,1,1,1,7
108,96,3,1,12,14
1940,1920,3,1,10,28
2599,2411,1,1,1,7
2408,1813,3,2,7,28
180,205,3,2,5,14
1813,1785,3,2,7,28
1728,3624,1,1,4,14
104,129,1,1,1,56
3,5,3,1,1,112
1287,711,3,1,9,14
179,301,1,2,1,56
76,367,1,1,1,56
768,3533,1,1,1,7
68,171,1,1,1,28
860,845,3,1,5,56
1066,1066,3,1,41,7
6,15,1,2,1,112
100,50,1,1,1,56
43,54,1,1,1,56
1410,1550,3,2,5,112
4,13,1,2,1,112
3800,3799,1,1,1,7
2011,1777,1,1,1,28
30,35,3,2,5,14
3968,2435,1,1,1,28
312,300,3,1,6,28
654,278,1,1,1,14
378,230,1,1,1,112
290,280,1,1,1,7
157,197,1,1,1,14
1438,1236,1,1,1,7
1344,1323,3,2,7,28
87,95,3,2,1,112
912,894,3,1,6,56
2058,2058,3,2,14,14
110,105,3,1,5,28
147,487,1,1,1,7
2970,2940,3,1,30,7
508,426,3,2,2,112
2132,2080,3,1,26,14
144,128,3,2,2,112
867,281,1,1,1,56
49,138,1,1,1,14
868,840,3,2,28,14
2698,2660,3,1,38,14
567,501,1,1,1,7
2688,2688,3,1,24,7
1656,1644,3,2,12,14
1227,1078,1,1,1,7
180,150,3,1,30,7
854,840,3,1,7,28
1950,1935,3,1,15,14
336,406,3,2,2,56
28,37,3,2,1,112
948,930,3,2,6,56
992,1667,1,1,1,56
2989,3162,1,1,1,7
895,270,1,1,1,56
1800,1036,3,1,4,28
739,2685,1,1,1,7
3241,2725,1,1,1,7
272,272,3,2,17,7
2267,1936,1,1,1,14
753,3684,1,1,1,14
165,175,3,2,5,28
135,178,1,1,1,112
20,25,3,1,1,112
1009,473,1,1,1,7
2156,1012,3,1,22,14
148,463,1,1,1,14
487,218,1,1,1,56
115,674,1,1,1,14
132,84,1,1,1,112
1518,1331,1,1,1,14
27,63,1,1,1,7
891,891,3,2,11,14
1596,1512,3,1,42,7
2691,626,1,1,1,14
17,27,1,1,1,7
9,26,1,1,1,112
92,88,3,1,2,112
137,97,1,1,1,112
202,104,1,1,1,112
480,127,1,1,1,56
3034,2993,3,2,41,14
900,224,1,1,1,14
15,61,1,1,1,112
768,750,3,2,6,56
252,252,3,2,6,28
406,406,3,1,29,14
874,836,3,1,38,14
3854,3854,3,2,41,7
1407,1227,1,1,1,56
1968,1927,3,2,41,7
1440,1440,3,2,32,14
1537,1508,3,2,29,14
3,5,1,1,1,112
104,202,1,2,1,112
2352,2338,3,2,14,14
1968,868,1,1,2,28
251,468,1,1,1,56
660,630,3,2,30,14
1240,1200,3,1,40,14
3536,3432,3,1,26,14
1918,896,1,1,1,28
40,36,1,1,1,56
3283,723,1,1,1,7
962,949,3,1,13,14
1300,276,1,1,1,7
1180,1150,3,1,5,56
228,224,3,1,4,56
1221,3614,1,1,1,7
132,270,1,2,1,28
489,517,1,1,1,14
282,342,1,2,2,28
420,425,3,2,5,56
47,71,1,1,1,7
2626,2561,3,2,13,28
2226,2184,3,1,42,14
280,280,3,2,4,56
1771,1743,3,2,7,56
336,354,3,2,6,28
489,181,1,1,1,14
261,830,1,1,1,7
1440,1440,3,2,20,14
3150,3060,3,1,18,14
3600,3576,3,2,24,14
778,2970,1,1,1,28
80,80,3,2,5,28
1160,1160,3,1,20,14
29,25,1,1,1,112
975,975,3,2,39,14
2238,2129,1,1,1,14
100,84,3,2,2,112
1426,1288,3,1,23,14
484,173,1,1,1,28
475,456,3,1,19,14
1769,1894,1,1,1,7
238,862,1,1,1,56
2496,2472,3,1,8,56
2724,614,1,1,1,28
23,27,3,1,1,56
1821,1759,1,1,1,14
1980,1290,3,1,10,14
3808,3808,3,1,32,7
929,261,1,1,1,28
2132,2091,3,1,41,14
252,252,3,2,12,14
1110,1380,3,2,30,14
532,532,3,1,28,14
638,627,3,1,11,14
531,414,1,1,1,7
150,140,3,1,5,56
1026,1026,3,2,19,14
2610,2590,3,1,10,28
14,21,1,1,1,7
108,275,1,1,1,28
417,602,1,1,1,14
202,93,1,1,1,56
760,750,3,2,10,14
1096,672,3,1,8,28
646,646,3,2,38,7
2,2,1,1,1,112
647,176,1,1,1,14
622,493,1,1,1,7
464,116,1,1,1,7
2625,2590,3,1,35,14
684,864,3,2,36,7
702,474,1,1,6,28
2216,1955,1,1,1,14
308,326,1,1,1,7
3596,670,1,1,1,28
132,128,3,1,4,56
46,48,3,1,2,112
598,575,3,1,23,14
1902,1974,3,2,6,112
264,276,3,1,6,14
24,25,3,2,1,112
8,11,1,1,1,112
145,83,1,1,1,112
1248,1080,3,2,6,56
324,406,1,2,2,56
864,846,3,1,18,14
379,2057,1,1,1,7
3360,3360,3,2,35,7
1736,1704,3,2,8,28
66,63,3,2,3,56
97,540,1,1,1,14
483,483,3,1,23,14
3657,3657,3,1,23,14
123,250,1,2,1,56
3071,3034,3,2,37,7
918,3241,1,1,1,7
1365,1326,3,2,39,14
204,204,3,1,12,14
39,34,1,1,1,112
1755,1755,3,2,15,14
229,736,1,1,1,14
3348,3317,3,2,31,7
410,410,3,1,41,7
20,22,3,2,1,112
90,84,3,1,6,14
3936,3936,3,1,41,7
3105,3090,3,2,15,14
2,3,1,1,1,112
136,556,1,1,1,28
40,85,1,1,1,7
1134,1033,1,1,1,28
76,80,3,2,4,28
75,79,1,1,1,112
1132,564,1,1,4,14
32,42,1,2,1,112
1974,1890,3,1,42,7
1386,1351,3,2,7,56
528,528,3,1,12,14
262,699,1,1,1,14
32,29,1,1,1,14
67,197,1,1,1,7
3924,3924,3,1,36,7
112,104,3,2,4,56
527,527,3,1,31,14
300,300,3,1,10,14
1384,1272,1,1,1,14
143,143,3,1,11,14
205,195,3,1,5,56
429,148,1,1,1,56
1361,1360,1,1,1,7
1021,944,1,1,1,28
40,44,3,2,2,56
124,124,3,1,31,7
264,242,3,2,22,14
945,216,1,1,1,14
3360,3360,3,1,40,7
2520,2485,3,2,35,14
203,94,1,1,1,112
8,12,3,1,1,112
3967,2681,1,1,1,14
1386,1362,3,2,6,56
3416,3388,3,2,14,28
1248,1222,3,1,26,14
225,1152,1,1,1,7
377,1495,1,1,1,28
2538,2520,3,2,18,14
122,119,1,1,1,7
1294,335,1,1,1,28
27,64,1,2,1,112
47,50,1,2,1,112
944,495,1,1,1,14
743,677,1,1,1,7
976,1795,1,1,1,14
918,256,1,1,1,28
2100,2072,3,1,28,14
2239,515,1,1,1,14
130,387,1,1,1,56
1910,404,1,1,1,14
1764,1743,3,1,7,28
776,768,3,2,8,28
1954,1686,1,1,1,14
912,912,3,1,38,14
325,315,3,1,5,56
34,34,3,1,17,7
209,198,3,1,11,14
31,27,1,1,1,56
157,70,1,1,1,56
168,174,3,1,3,56
2900,2900,3,2,25,7
2240,2200,3,2,10,28
649,617,1,1,1,28
60,86,1,1,1,56
3440,3400,3,2,40,14
258,237,3,2,3,112
10,18,3,1,1,112
80,75,3,1,5,14
1036,964,3,2,4,112
11,17,1,1,1,7
280,272,3,2,8,14
416,416,3,2,32,14
87,190,1,2,1,112
1124,440,1,1,2,28
3950,1453,1,1,1,14
775,775,3,2,31,14
2511,2480,3,1,31,14
2829,2829,3,2,41,14
2014,2014,3,2,38,14
228,268,1,2,2,112
713,690,3,1,23,14
3967,2268,1,1,1,7
1081,1081,3,1,23,14
2829,2788,3,1,41,14
148,274,1,2,1,56
603,594,3,1,9,28
54,51,3,1,3,56
45,42,3,1,3,56
1063,828,1,1,1,7
500,2275,1,1,1,7
464,456,3,1,8,28
315,109,1,1,1,14
3754,922,1,1,1,14
364,364,3,1,14,14
2710,2650,3,1,10,28
3312,3312,3,2,36,7
62,136,1,1,1,28
66,138,1,2,1,112
2255,2173,3,1,41,14
124,302,1,1,1,56
1135,933,1,1,1,112
36,47,1,1,1,28
84,81,3,1,3,28
368,389,1,1,1,7
638,638,3,2,29,14
893,874,3,1,19,14
2691,2691,3,1,23,7
1656,708,1,1,3,7
95,203,1,1,1,14
115,131,1,1,1,56
1209,1209,3,1,13,14
2240,2200,3,2,40,14
2352,872,3,1,8,14
34,123,1,1,1,112
560,560,3,1,20,14
12,25,1,2,1,112
28,37,1,1,1,56
353,1644,1,1,1,28
850,816,3,2,34,7
722,722,3,2,19,7
696,148,1,1,1,7
4,5,3,1,1,112
1520,1540,3,2,20,14
3191,3143,1,1,1,7
1056,3790,1,1,1,7
3611,3447,1,1,1,56
101,64,1,1,1,56
362,373,1,1,1,14
253,2302,1,1,1,7
1908,748,1,1,2,28
2501,2460,3,1,41,7
299,299,3,2,23,14
1030,1020,3,1,10,28
972,960,3,1,12,14
1362,1356,3,2,6,56
3823,855,1,1,1,14
87,108,1,1,1,112
1120,1085,3,2,35,14
312,312,3,2,13,14
283,836,1,1,1,14
2524,836,1,1,4,14
189,495,1,1,1,7
91,58,1,1,1,28
3280,3280,3,1,41,7
1358,3946,1,1,1,14
132,618,1,1,1,112
1118,3438,1,1,1,14
3832,1071,1,1,1,14
410,410,3,2,5,56
48,55,3,2,1,112
3751,992,1,1,1,7
488,158,1,1,1,28
3034,2993,3,1,41,14
146,135,1,1,1,56
480,480,3,1,32,14
258,252,3,1,6,28
1755,1716,3,2,39,14
2171,468,1,1,1,7
532,135,1,1,1,7
770,735,3,1,35,14
2338,2657,1,1,1,28
358,126,1,1,1,14
3738,3822,3,2,42,7
168,168,3,2,7,28
1606,1606,3,2,22,14
1206,320,1,1,1,28
555,2270,1,1,1,7
1260,1232,3,2,7,28
46,40,3,2,2,112
1323,777,1,1,7,7
841,1000,1,1,1,56
2720,2660,1,1,1,28
322,1071,1,1,1,56
1037,1744,1,1,1,14
1664,1632,3,1,32,14
2075,464,1,1,1,14
76,51,1,1,1,28
1769,1740,3,1,29,14
585,585,3,1,39,14
2256,2007,1,1,1,14
1189,1148,3,2,41,7
239,424,1,1,1,28
124,460,1,1,1,14
1000,960,3,2,40,7
116,79,1,1,1,112
439,478,1,1,1,112
3824,3808,3,2,16,28
468,456,3,1,6,56
1808,1464,1,2,2,56
1517,1517,3,1,37,14
12,26,1,1,1,56
1240,1240,3,2,40,14
720,745,3,1,5,112
567,567,3,1,27,14
323,357,1,1,1,7
1599,1558,3,1,41,7
40,48,3,2,1,112
3927,3915,1,1,1,14
2050,2009,3,1,41,14
80,306,1,1,1,112
3365,1318,1,1,1,7
369,328,3,2,41,7
3962,1495,1,1,1,28
173,602,1,1,1,7
9,21,1,1,1,56
2542,2501,3,2,41,14
1226,1986,1,1,1,14
17,42,1,2,1,112
98,293,1,1,1,7
28,38,1,1,1,14
810,783,3,1,27,14
1431,371,1,1,1,56
1488,1458,3,2,6,56
640,630,3,2,5,56
690,680,3,2,5,56
547,1943,1,1,1,28
1368,1344,3,1,6,56
575,2637,1,1,1,28
2370,2320,3,1,10,28
1808,1808,3,2,16,14
193,386,1,1,1,112
38,95,1,1,1,7
266,403,1,1,1,112
200,76,1,1,1,56
2136,3888,1,1,2,14
249,700,1,1,1,28
11,37,1,1,1,14
265,124,1,1,1,28
3152,721,1,1,1,14
125,355,1,1,1,56
124,116,3,1,4,28
3,7,3,1,1,112
442,114,1,1,1,7
3112,708,1,1,1,14
882,873,3,1,9,28
321,319,1,1,1,56
1630,400,1,1,1,28
963,954,3,2,9,28
2040,2000,3,2,40,7
2787,612,1,1,1,7
920,891,1,1,1,56
332,328,3,1,4,56
117,180,1,2,1,56
56,54,1,1,1,112
335,330,3,1,5,56
87,174,1,2,1,112
840,834,3,2,6,56
790,1003,1,1,1,28
396,604,1,2,2,56
31,75,1,1,1,112
902,861,3,1,41,7
97,202,1,1,1,14
1728,1704,3,1,24,14
1455,1455,3,1,15,14
176,552,1,1,1,14
148,80,1,1,1,28
176,172,3,2,4,56
38,52,1,1,1,7
194,234,1,2,1,56
765,765,3,1,15,14
378,372,3,1,6,28
498,1937,1,1,1,28
654,642,3,2,6,28
693,686,3,2,7,28
2623,2263,1,1,1,7
3052,736,1,1,1,28
336,336,3,2,24,14
1036,408,1,1,2,28
1020,1020,3,2,30,14
990,978,3,1,6,56
124,251,1,2,1,56
754,741,3,1,13,14
294,252,1,1,1,14
1290,1284,3,1,6,56
546,546,3,1,14,14
308,396,1,2,2,56
610,1249,1,1,1,28
42,57,1,2,1,112
33,62,1,1,1,56
196,286,1,2,2,56
216,216,3,1,4,56
748,3160,1,1,1,14
1680,1680,3,1,35,14
1508,1495,3,1,13,14
3222,607,1,1,1,14
52,52,3,1,2,56
3107,3068,3,1,13,28
346,362,1,1,1,7
432,423,3,1,9,28
266,1343,1,1,1,7
443,2315,1,1,1,28
336,328,3,1,8,14
1077,1030,1,1,1,14
3832,966,1,1,1,14
90,90,3,2,30,7
1716,1352,3,1,26,14
2047,1818,1,1,1,28
7,12,3,1,1,112
1568,1554,3,2,14,14
340,306,3,1,34,7
873,959,1,1,1,7
84,84,3,2,7,14
110,63,1,1,1,14
25,22,1,1,1,7
1265,1265,3,1,23,14
89,286,1,1,1,112
88,88,3,1,4,28
67,59,1,1,1,112
3,15,1,1,1,112
1043,609,3,1,7,14
730,725,3,2,5,56
2378,2337,3,2,41,14
774,762,3,1,6,56
1950,1521,3,1,39,14
2020,2010,3,1,10,28
1400,336,1,1,1,28
101,236,1,1,1,14
314,340,1,1,1,112
3170,689,1,1,1,14
3066,3024,3,2,42,14
3220,3220,3,2,35,7
32,34,1,1,1,112
616,616,3,1,14,14
439,163,1,1,1,56
1144,1153,1,1,1,7
800,800,3,2,16,14
3900,3900,3,1,39,7
1548,1536,3,2,6,56
1881,1859,3,2,11,28
562,516,1,1,1,7
130,767,1,1,1,7
1308,1296,3,2,12,14
3603,3504,1,1,1,14
915,863,1,1,1,14
2666,2666,3,2,31,7
3861,3861,3,2,27,7
609,2255,1,1,1,14
20,34,1,1,1,56
252,244,3,2,4,112
49,89,1,2,1,112
2556,2544,3,1,12,14
49,81,1,2,1,112
2923,2927,1,1,1,7
1568,1568,3,1,28,14
2376,2376,3,2,36,7
21,19,3,2,1,112
82,95,1,1,1,14
3341,779,1,1,1,7
8,11,1,1,1,56
483,212,1,1,1,112
315,114,1,1,1,14
2800,2800,3,2,40,14
70,92,1,2,1,112
619,2412,1,1,1,7
3690,3690,3,1,30,7
45,136,1,2,1,112
112,164,1,2,2,56
1620,1584,3,1,36,14
1890,3627,1,1,1,14
692,231,1,1,1,56
544,156,1,1,1,14
2980,668,1,1,1,7
1015,1015,3,2,29,14
26,43,3,1,1,112
824,3260,1,1,1,7
125,95,1,1,1,56
7,13,1,1,1,112
14,25,1,2,1,112
1030,1030,3,1,10,14
32,29,1,1,1,56
136,132,3,2,4,56
2105,574,1,1,1,14
198,198,3,1,22,14
3963,1788,1,1,1,14
1692,304,1,1,1,7
1319,1155,1,1,1,7
1030,3406,1,1,1,28
120,114,1,1,1,56
480,171,1,1,1,56
98,240,1,1,1,14
91,133,1,2,1,112
28,37,3,1,1,112
234,150,1,1,1,112
2223,2184,3,2,39,14
1548,1572,3,2,6,112
1350,1350,3,1,25,14
2485,2314,1,1,1,28
1448,1474,1,1,1,14
431,2175,1,1,1,14
1067,1056,3,2,11,14
3329,3143,1,1,1,7
145,405,1,1,1,7
1171,282,1,1,1,28
3016,2629,1,1,1,14
59,104,1,1,1,112
410,400,3,2,5,56
3264,3264,3,1,24,7
311,115,1,1,1,56
150,141,1,1,1,7
2936,2572,1,1,1,56
1566,1856,3,2,29,14
123,132,3,1,3,56
1122,1100,3,1,22,14
182,251,1,2,1,112
247,837,1,1,1,14
3956,2484,3,1,23,28
2919,2856,3,1,21,14
1224,1224,3,1,34,14
297,437,1,1,1,28
201,391,1,1,1,56
263,106,1,1,1,56
968,836,1,1,1,14
3250,3250,3,2,26,7
975,962,3,2,13,14
80,66,3,1,2,56
117,114,3,2,3,56
2280,2250,3,1,30,14
3977,3977,3,2,41,7
13,22,1,1,1,14
3560,3520,3,1,20,14
1100,201,1,1,1,7
110,110,3,1,10,14
131,171,1,1,1,28
54,88,1,1,1,112
630,363,1,1,1,56
1843,1843,3,1,19,14
12,24,1,1,1,112
3190,3179,3,2,11,28
168,180,3,1,12,7
290,1133,1,1,1,7
1005,279,1,1,1,28
135,135,3,2,5,14
49,113,1,1,1,14
3639,742,1,1,1,28
2848,2784,3,2,16,14
1001,3512,1,1,1,14
186,573,1,1,1,28
1512,1488,3,1,8,28
648,660,3,1,12,14
155,150,3,2,5,28
21,31,1,1,1,7
405,170,1,1,1,56
1326,1326,3,1,13,14
1304,391,1,1,1,56
629,629,3,1,37,14
359,154,1,1,1,56
1779,1684,1,1,1,14
1400,1360,3,2,40,7
84,84,3,1,3,56
3486,3486,3,1,42,14
642,2762,1,1,1,14
31,33,3,1,1,56
1314,1180,1,1,1,14
1581,1547,3,1,17,14
3120,3096,3,1,24,7
100,117,1,1,1,14
108,104,3,1,4,56
8,11,3,1,1,112
3348,3348,3,2,31,7
654,763,1,1,1,112
268,220,3,2,2,112
3384,3324,3,2,12,28
1056,1056,3,1,16,14
80,200,1,2,1,56
93,192,1,1,1,56
283,138,1,1,1,7
676,676,3,1,13,14
228,340,1,2,2,56
690,690,3,2,23,14
3655,948,1,1,1,7
2419,2378,3,2,41,7
22,33,1,1,1,7
507,2758,1,1,1,28
111,122,3,1,1,112
151,197,1,1,1,7
3775,3709,1,1,1,7
475,420,1,1,5,28
575,2935,1,1,1,14
793,279,1,1,1,56
484,2431,1,1,1,14
27,26,3,2,1,112
72,64,3,2,4,28
2193,1998,1,1,1,56
106,236,1,1,1,112
3123,716,1,1,1,7
2960,2960,3,2,37,7
488,770,1,1,1,56
1088,1056,3,1,32,14
3480,3450,3,2,15,28
102,123,3,2,3,28
2268,590,1,1,1,14
97,173,1,2,1,112
14,18,1,1,1,112
186,180,3,2,3,112
104,108,3,1,2,56
42,24,1,1,1,7
108,102,3,2,3,112
41,55,1,1,1,14
1158,296,1,1,1,14
708,330,1,1,2,28
238,88,1,1,1,56
460,2002,1,1,1,7
325,1630,1,1,1,14
3120,3072,3,1,16,14
38,50,1,1,1,28
1741,2761,1,1,1,14
64,64,3,2,4,56
343,101,1,1,1,7
28,93,1,1,1,112
1968,1944,3,1,12,14
385,121,1,1,1,14
1885,1846,3,1,13,14
393,450,1,2,3,56
180,180,3,2,6,28
117,174,1,1,1,56
2909,614,1,1,1,14
2356,2244,1,1,1,7
10,17,1,1,1,112
1107,1134,3,2,27,7
3654,3654,3,2,29,7
112,105,3,2,7,14
2925,2925,3,2,39,7
663,663,3,1,39,14
1820,1820,3,1,35,14
3492,3492,3,1,36,7
192,184,3,1,8,14
162,424,1,1,1,7
1338,1423,1,1,1,7
1104,1080,3,1,24,14
324,324,3,1,27,7
3840,3825,3,2,15,28
589,1077,1,1,1,14
21,22,1,1,1,28
1363,1669,1,1,1,14
351,324,3,1,3,112
1361,298,1,1,1,7
108,238,3,2,1,112
3528,3592,1,1,1,14
532,348,3,1,4,56
29,80,1,2,1,112
744,713,3,1,31,14
1155,1134,3,1,7,56
11,25,1,1,1,112
133,133,3,1,19,7
416,416,3,1,16,7
1764,1764,3,2,42,14
3842,3842,3,2,34,7
404,1300,1,1,1,7
272,256,3,1,16,14
1274,1260,3,1,14,14
1160,1160,3,1,29,14
522,549,3,1,9,14
150,160,3,2,10,14
276,362,1,2,2,112
1126,1018,1,1,1,28
360,360,3,1,30,14
2698,2679,3,1,19,14
9,11,3,1,1,56
3728,1280,3,1,4,14
374,374,3,2,22,7
246,697,1,1,1,14
65,119,1,1,1,7
1232,1232,3,1,14,14
13,31,1,1,1,14
2520,2520,3,2,18,14
1849,1583,1,1,1,56
110,110,3,2,11,14
3120,3081,3,2,39,14
394,1248,1,1,1,14
50,50,3,1,10,7
851,848,1,1,1,56
1326,1302,3,1,6,56
917,910,3,2,7,28
1800,1900,3,1,5,112
2175,2175,3,1,29,14
282,773,1,1,1,56
3386,3304,1,1,1,7
1594,1531,1,1,1,14
50,74,1,2,1,112
2560,2560,3,1,40,14
1523,396,1,1,1,56
184,240,1,1,1,56
487,2826,1,1,1,7
3267,1404,3,1,27,14
611,184,1,1,1,28
3903,3919,1,1,1,7
880,864,3,1,8,28
854,840,3,2,7,28
899,280,1,1,1,56
89,126,1,1,1,14
372,366,3,2,6,28
1025,1025,3,2,41,14
650,635,3,1,5,56
61,48,1,1,1,56
504,504,3,1,18,14
2047,2047,3,1,23,7
721,663,1,1,1,56
644,2173,1,1,1,14
40,41,1,1,1,112
53,39,1,1,1,56
3150,3136,3,2,14,14
3600,3040,3,1,40,14
77,122,1,2,1,56
3,4,1,1,1,56
196,110,1,1,1,7
2838,2871,3,2,33,7
3541,795,1,1,1,14
144,136,3,2,8,14
